,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,traveltime,studytime,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Aalc
422,F,15,U,LE3,A,3,3,other,other,1,1,False,False,True,True,True,False,5,3,4,4,4,1,0,13,12,13,4.0
423,F,16,U,GT3,A,2,1,other,other,1,2,False,True,True,True,True,True,5,3,4,1,1,2,2,12,13,12,1.0
424,F,15,U,GT3,A,4,3,services,services,1,2,False,True,True,True,True,False,4,3,2,1,1,1,0,15,14,15,1.0
425,F,16,U,GT3,T,4,2,services,other,1,2,True,False,True,True,True,False,4,2,3,1,1,5,2,16,15,16,1.0
426,F,16,U,GT3,T,4,3,teacher,health,1,3,False,True,True,True,True,False,3,4,4,2,4,4,0,14,13,13,2.5714285714285716
427,F,16,U,GT3,T,3,1,services,other,1,4,False,False,True,True,True,False,4,3,3,1,2,5,0,10,9,10,1.2857142857142858
428,F,15,R,LE3,T,2,2,health,services,2,2,False,False,True,True,True,False,4,1,3,1,3,4,0,11,10,11,1.5714285714285714
429,M,16,U,GT3,T,3,1,other,other,2,4,False,False,True,True,True,False,4,3,2,1,1,5,2,13,11,11,1.0
430,F,15,R,GT3,T,1,1,other,other,1,2,False,False,False,True,True,True,3,3,4,2,4,5,2,13,11,11,2.5714285714285716
431,F,16,U,GT3,T,3,3,other,services,1,2,False,True,True,True,True,False,4,3,3,2,4,5,4,11,11,11,2.5714285714285716
432,M,15,U,GT3,T,4,3,teacher,other,1,2,False,True,True,True,True,False,4,3,3,2,3,5,0,11,11,11,2.2857142857142856
433,F,16,U,GT3,T,2,2,other,other,1,4,False,False,True,True,True,True,5,2,3,1,3,3,1,13,13,13,1.5714285714285714
434,M,15,U,GT3,T,2,3,other,services,1,1,False,True,False,True,True,True,3,2,2,1,3,3,0,11,11,12,1.5714285714285714
435,M,15,U,GT3,T,2,3,other,other,1,3,False,False,False,True,True,False,5,3,2,1,2,5,2,10,9,9,1.2857142857142858
436,F,15,U,LE3,T,3,2,services,other,1,2,False,False,True,True,True,False,4,4,4,1,1,5,4,12,11,11,1.0
437,F,15,U,GT3,T,4,4,services,services,2,2,False,False,True,True,True,True,4,4,4,2,3,5,4,12,11,12,2.2857142857142856
438,M,16,U,GT3,T,2,2,services,other,2,2,False,True,False,True,True,False,4,4,2,1,1,3,6,12,10,11,1.0
439,F,16,U,GT3,T,3,3,other,other,1,3,False,False,True,True,True,True,4,3,3,1,3,4,2,9,11,11,1.5714285714285714
440,F,15,U,GT3,T,4,3,services,other,1,1,False,True,True,True,True,False,4,5,5,1,3,1,6,14,13,13,1.5714285714285714
441,F,16,U,GT3,T,4,2,teacher,services,2,2,False,True,True,True,True,False,5,3,3,1,1,1,2,13,14,14,1.0
442,F,15,R,GT3,T,1,1,at_home,other,2,4,True,True,True,True,True,False,3,1,2,1,1,1,4,13,13,13,1.0
443,M,16,R,GT3,T,4,3,services,other,2,1,True,True,False,True,True,False,3,3,3,1,1,4,6,9,11,11,1.0
444,F,16,U,GT3,T,2,1,other,other,1,2,False,False,True,True,False,True,4,3,5,1,1,5,0,13,12,12,1.0
445,F,16,U,GT3,T,4,3,other,at_home,1,3,False,False,True,True,True,False,5,3,5,1,1,3,2,12,13,13,1.0
446,M,16,U,GT3,T,4,4,services,services,1,1,False,True,True,True,True,False,4,5,5,5,5,4,12,9,9,8,5.0
447,M,15,U,GT3,T,4,4,services,other,1,1,True,True,False,True,True,False,5,3,3,1,1,5,2,12,13,12,1.0
448,F,15,U,GT3,T,3,2,services,other,2,2,False,False,True,True,True,False,4,3,5,1,1,2,16,11,10,10,1.0
449,M,15,U,GT3,A,3,4,services,other,1,2,False,True,True,True,True,False,5,4,4,1,1,1,0,16,16,16,1.0
450,F,15,U,GT3,T,2,2,other,other,1,4,False,False,True,True,True,False,5,1,2,1,1,3,4,10,10,10,1.0
451,M,15,R,GT3,T,4,4,other,other,4,4,False,True,True,True,True,True,1,3,5,3,5,1,8,12,10,11,3.5714285714285716
452,F,16,U,LE3,T,4,4,health,health,1,3,False,True,True,True,True,True,5,4,5,1,1,4,2,15,15,14,1.0
453,F,16,R,GT3,T,3,3,services,other,1,3,False,True,True,True,True,False,4,1,2,1,1,2,4,11,11,11,1.0
454,M,15,U,GT3,T,2,2,services,services,1,4,False,True,True,True,True,False,5,5,4,1,2,5,6,14,13,13,1.2857142857142858
455,F,16,U,LE3,T,2,4,other,health,2,2,False,True,True,True,True,True,4,2,2,1,2,5,2,14,12,13,1.2857142857142858
456,F,16,U,GT3,T,2,2,other,other,1,2,False,False,True,True,True,True,5,4,4,1,1,5,0,12,11,11,1.0
457,F,19,U,GT3,T,0,1,at_home,other,1,2,False,False,False,False,False,False,3,4,2,1,1,5,0,9,10,11,1.0
458,M,16,R,GT3,T,4,4,teacher,teacher,1,1,False,True,True,True,True,False,3,5,5,2,5,4,8,14,14,15,2.857142857142857
459,M,16,U,GT3,T,2,3,other,other,2,3,False,False,False,True,True,True,3,2,3,2,2,1,4,13,12,13,2.0
460,F,15,R,GT3,T,3,4,services,teacher,2,3,False,False,True,True,True,True,4,2,2,2,2,5,0,10,11,12,2.0
461,F,18,U,GT3,T,2,1,services,other,1,2,False,True,True,False,True,True,5,4,5,1,3,5,10,10,9,8,1.5714285714285714
462,F,17,U,LE3,A,2,1,other,other,3,1,False,False,True,True,True,False,3,2,2,1,2,5,8,11,10,11,1.2857142857142858
463,M,16,U,GT3,T,2,1,at_home,other,4,1,False,False,True,True,False,False,3,2,1,1,1,2,4,9,9,11,1.0
464,F,16,U,GT3,A,2,2,other,other,1,1,False,False,True,True,False,False,5,3,4,1,1,5,12,13,11,11,1.0
465,F,16,R,GT3,T,1,1,at_home,other,4,2,False,False,True,True,False,False,5,1,3,1,1,3,0,14,13,13,1.0
466,M,18,U,LE3,T,3,1,services,services,2,1,False,True,True,True,True,True,3,3,4,4,5,4,2,11,11,12,4.285714285714286
467,F,18,U,GT3,A,3,2,other,services,1,3,False,True,False,True,True,True,4,3,3,5,1,5,10,12,11,11,3.857142857142857
468,F,16,R,GT3,T,1,1,other,services,2,1,False,True,True,True,False,True,3,3,3,1,2,1,8,12,11,11,1.2857142857142858
469,F,16,U,GT3,A,3,3,other,other,2,1,False,True,False,True,True,True,4,3,2,1,1,5,4,9,9,10,1.0
470,M,16,U,LE3,T,1,1,services,other,1,2,False,False,True,True,False,True,4,4,4,1,3,5,0,10,10,10,1.5714285714285714
471,F,15,R,GT3,T,1,1,other,other,3,1,False,True,True,True,True,True,5,5,5,1,1,1,2,8,9,9,1.0
472,F,15,U,GT3,A,3,3,services,services,1,2,False,False,False,True,False,True,1,3,2,2,3,1,24,9,8,9,2.2857142857142856
473,M,16,U,GT3,T,4,4,services,services,1,3,False,True,True,True,True,False,5,3,3,1,3,5,0,15,13,13,1.5714285714285714
474,M,16,U,LE3,T,2,2,services,services,2,1,False,True,True,True,True,False,2,3,3,2,2,2,4,12,11,11,2.0
475,F,15,U,GT3,T,4,4,teacher,services,1,3,False,True,True,True,True,False,4,2,2,1,1,5,2,13,13,13,1.0
476,M,17,U,GT3,T,2,1,other,other,1,1,False,False,True,True,True,False,5,4,5,1,2,5,22,9,7,6,1.2857142857142858
477,F,15,U,GT3,T,1,1,other,services,1,2,False,False,True,True,True,False,4,4,2,1,2,5,0,12,12,12,1.2857142857142858
478,F,15,U,LE3,A,2,1,at_home,other,2,1,False,True,True,False,True,True,4,4,2,1,1,5,0,11,10,10,1.0
479,F,15,U,GT3,T,3,2,health,services,1,2,False,False,True,True,True,False,3,3,2,1,1,3,2,11,11,11,1.0
480,F,15,U,GT3,T,1,2,at_home,other,1,2,False,False,False,True,True,False,4,3,2,1,1,5,6,13,12,13,1.0
481,F,15,U,GT3,T,1,2,at_home,services,1,2,False,False,False,True,False,True,2,3,4,2,4,1,6,11,11,11,2.5714285714285716
482,M,15,U,LE3,A,2,1,services,other,4,1,False,False,True,True,True,False,4,5,5,2,5,5,0,12,11,11,2.857142857142857
483,M,18,U,LE3,T,1,1,other,other,1,1,False,False,True,False,True,True,2,3,5,2,5,4,0,11,9,0,2.857142857142857
484,F,15,R,GT3,T,3,3,services,services,2,3,True,True,True,True,True,True,4,2,1,2,3,3,2,13,13,13,2.2857142857142856
485,M,19,U,GT3,T,3,2,services,at_home,1,1,False,False,True,False,True,True,4,5,4,1,1,4,6,11,9,11,1.0
486,M,17,R,LE3,T,1,2,other,other,1,1,False,False,True,True,False,False,2,2,2,3,3,5,14,9,8,10,3.0
487,M,16,U,GT3,T,3,3,other,services,1,2,False,False,True,True,True,True,4,5,5,4,4,5,0,10,10,1,4.0
488,M,16,U,LE3,T,1,2,health,services,2,1,False,False,False,True,True,False,4,4,5,3,5,5,0,9,8,10,3.5714285714285716
489,M,17,R,LE3,T,2,1,at_home,other,2,1,True,True,True,False,True,True,3,3,2,2,2,5,8,8,8,9,2.0
490,M,17,R,GT3,T,3,2,other,other,2,2,False,False,True,True,True,True,4,4,4,1,4,3,4,7,6,8,1.8571428571428572
491,M,15,U,LE3,T,1,2,other,other,2,1,False,True,True,True,False,False,4,4,4,2,4,5,2,8,9,10,2.5714285714285716
492,M,16,U,GT3,T,1,3,at_home,services,1,1,False,False,True,False,True,False,5,3,3,1,4,2,2,9,8,8,1.8571428571428572
493,M,17,R,LE3,T,1,1,other,services,4,2,False,True,True,False,False,True,5,3,5,1,5,5,0,8,8,8,2.142857142857143
494,M,17,U,GT3,T,3,2,services,services,2,1,False,True,False,False,False,False,4,5,2,1,1,2,10,8,7,8,1.0
495,F,16,U,GT3,T,4,2,health,services,1,2,False,False,True,True,True,True,4,2,3,1,1,3,0,17,17,18,1.0
496,F,16,U,GT3,T,2,2,other,other,1,2,False,False,False,True,True,False,5,1,5,1,1,4,0,12,12,13,1.0
497,F,16,U,GT3,T,4,4,health,health,1,2,False,False,True,True,True,True,4,4,2,1,1,3,0,16,16,17,1.0
498,M,16,U,GT3,T,3,4,other,other,3,1,False,True,False,True,True,False,3,4,5,2,4,2,4,9,9,10,2.5714285714285716
499,M,16,U,GT3,T,1,0,other,other,2,2,False,True,True,True,True,True,4,3,2,1,1,3,0,16,17,18,1.0
500,M,17,U,LE3,T,4,4,teacher,other,1,2,False,True,True,True,True,False,4,4,4,1,3,5,0,11,9,10,1.5714285714285714
501,F,16,U,GT3,T,1,3,at_home,services,1,2,False,True,False,True,True,True,4,3,5,1,1,3,0,14,13,13,1.0
502,F,16,U,LE3,T,3,3,other,other,2,2,False,True,True,True,True,False,4,4,5,1,1,4,0,14,14,15,1.0
503,M,17,U,LE3,T,4,3,teacher,other,2,2,False,True,True,True,True,False,4,4,4,4,4,4,0,10,11,11,4.0
504,F,16,U,GT3,T,2,2,services,other,2,2,False,True,False,True,True,False,3,4,4,1,4,5,0,13,12,14,1.8571428571428572
505,M,17,U,GT3,T,4,3,other,other,1,2,True,True,True,True,True,True,5,2,3,1,1,2,4,11,11,13,1.0
506,M,16,U,GT3,T,3,3,services,other,1,2,False,True,True,True,True,True,4,2,3,1,2,3,0,11,12,13,1.2857142857142858
507,F,16,U,GT3,T,3,2,other,other,1,2,False,False,True,True,True,False,1,2,2,1,2,1,8,14,15,16,1.2857142857142858
508,M,16,U,GT3,T,1,2,services,services,1,1,False,True,True,True,True,True,3,3,3,1,2,3,0,10,9,11,1.2857142857142858
509,M,16,U,LE3,T,2,1,other,other,1,2,False,True,True,True,True,True,4,2,3,1,2,5,0,13,14,16,1.2857142857142858
510,M,17,U,GT3,T,1,2,at_home,services,2,2,False,True,False,True,True,False,4,4,4,4,5,5,16,10,11,12,4.285714285714286
511,M,16,R,LE3,T,3,3,teacher,other,3,1,False,True,True,True,True,False,3,3,4,3,5,3,16,10,11,12,3.5714285714285716
512,F,16,U,LE3,T,4,4,teacher,teacher,1,2,False,False,True,True,True,False,4,5,2,1,2,3,0,11,10,11,1.2857142857142858
513,F,16,U,GT3,T,2,3,other,other,1,2,False,True,True,True,False,False,4,4,3,1,3,4,4,11,12,12,1.5714285714285714
514,F,17,U,GT3,T,1,1,other,other,1,2,False,False,False,True,False,False,4,4,4,1,3,1,0,14,15,15,1.5714285714285714
515,F,16,R,GT3,T,2,2,services,services,2,4,False,True,False,True,True,False,5,3,5,1,1,5,6,13,13,13,1.0
516,F,16,U,GT3,A,3,1,services,other,1,2,False,False,True,True,True,False,2,3,3,2,2,4,2,11,11,12,2.0
517,F,16,U,GT3,T,4,3,teacher,other,1,2,False,True,True,True,True,True,1,3,2,1,1,1,4,14,15,15,1.0
518,F,16,U,GT3,T,1,1,at_home,other,2,1,False,False,True,True,False,False,4,3,2,1,4,5,2,12,13,13,1.8571428571428572
519,F,17,R,GT3,T,4,3,teacher,other,2,3,False,True,True,True,True,True,4,4,2,1,1,4,0,11,12,12,1.0
520,F,19,U,GT3,T,3,3,other,other,1,4,False,True,True,True,True,False,4,3,3,1,2,3,4,12,12,12,1.2857142857142858
521,M,17,U,LE3,T,4,4,services,other,1,2,False,False,True,True,True,True,5,3,5,4,5,3,15,13,12,12,4.285714285714286
522,F,16,U,GT3,A,2,2,other,other,1,2,False,False,True,True,True,False,3,3,4,1,1,4,0,13,13,13,1.0
523,M,18,U,GT3,T,2,2,services,other,1,2,False,True,True,True,True,False,4,4,4,2,4,5,10,12,11,11,2.5714285714285716
524,F,17,R,LE3,T,4,4,services,other,1,1,False,False,True,True,False,False,5,2,1,1,2,3,6,12,11,11,1.2857142857142858
525,F,17,U,LE3,T,3,2,other,other,2,2,False,False,True,True,True,False,4,4,4,1,3,1,2,14,16,15,1.5714285714285714
526,F,17,U,GT3,T,4,3,other,other,1,2,False,False,True,True,True,True,3,4,5,2,4,1,16,11,9,10,2.5714285714285716
527,M,18,U,LE3,T,3,3,services,health,1,2,False,False,True,True,True,False,3,2,4,2,4,4,10,10,10,10,2.5714285714285716
528,F,17,U,GT3,T,2,3,at_home,other,2,1,False,False,True,True,False,False,3,3,3,1,4,3,4,12,13,13,1.8571428571428572
529,F,17,U,GT3,T,2,2,at_home,at_home,1,3,False,True,True,True,True,False,4,3,3,1,1,4,0,12,12,13,1.0
530,F,17,U,GT3,T,1,1,at_home,other,1,3,False,True,True,True,False,True,4,3,4,1,1,5,12,12,12,12,1.0
531,M,18,U,GT3,T,2,2,other,other,2,2,True,False,True,True,True,False,3,3,3,5,5,4,9,10,9,10,5.0
532,F,18,R,GT3,T,3,1,other,other,1,2,False,True,True,True,True,True,5,3,3,1,1,4,4,8,8,8,1.0
533,M,17,U,LE3,T,2,3,services,services,1,2,False,False,False,True,True,False,5,3,3,1,3,3,0,10,11,11,1.5714285714285714
534,M,18,U,LE3,T,2,1,at_home,other,4,2,False,True,True,True,True,True,4,3,2,4,5,3,2,9,10,11,4.285714285714286
535,M,17,R,GT3,T,2,2,other,other,2,2,False,True,True,True,True,False,4,5,2,1,1,1,0,12,13,13,1.0
536,M,16,U,GT3,T,4,4,health,other,1,2,False,True,True,True,True,False,4,2,4,2,4,1,0,13,13,14,2.5714285714285716
537,M,16,U,LE3,T,1,1,other,other,2,2,False,False,True,True,True,False,3,4,2,1,1,5,2,9,9,9,1.0
538,M,17,U,LE3,T,2,2,other,other,1,2,False,True,False,True,True,True,4,4,2,5,5,4,0,16,16,16,5.0
539,F,16,U,GT3,A,4,1,other,other,1,2,False,True,True,True,True,True,5,3,3,1,2,5,0,14,13,13,1.2857142857142858
540,F,18,U,LE3,A,2,4,services,other,2,2,False,False,True,True,True,False,4,3,3,1,1,3,18,10,10,10,1.0
541,F,18,U,LE3,T,2,2,at_home,services,1,2,False,False,False,True,True,True,5,3,1,1,1,5,16,9,8,10,1.0
542,F,18,U,GT3,T,3,3,other,other,2,1,False,False,True,False,True,False,4,1,1,1,1,3,14,8,7,7,1.0
543,M,18,U,GT3,T,2,2,other,at_home,1,1,False,True,False,False,True,True,4,4,3,2,2,1,26,7,8,8,2.0
544,M,17,U,GT3,T,4,4,teacher,teacher,1,1,False,True,False,True,True,False,4,2,1,1,2,5,6,10,8,9,1.2857142857142858
545,F,17,U,GT3,T,3,2,other,other,1,2,False,True,True,True,False,False,5,4,2,1,1,3,4,14,14,15,1.0
546,F,17,U,LE3,T,1,1,at_home,at_home,1,3,False,True,True,True,True,True,4,3,2,1,2,4,10,11,10,10,1.2857142857142858
547,F,16,U,GT3,T,1,2,other,other,1,1,False,False,True,False,True,False,5,3,5,1,2,5,4,12,11,11,1.2857142857142858
548,F,17,R,LE3,A,1,4,other,other,4,1,False,False,True,True,True,False,5,5,4,1,1,5,14,9,9,8,1.0
549,M,18,U,GT3,T,2,2,other,services,1,2,False,False,True,False,True,False,5,5,4,3,5,2,16,8,7,8,3.5714285714285716
550,F,17,U,LE3,A,2,2,other,other,1,1,False,False,False,False,True,False,3,1,2,1,1,1,8,11,9,10,1.0
551,F,17,R,LE3,T,1,1,at_home,other,2,3,False,True,True,True,True,False,4,3,3,1,3,5,4,15,14,15,1.5714285714285714
552,F,17,U,LE3,A,4,2,teacher,other,1,2,False,True,True,True,False,False,4,3,2,1,1,4,4,15,14,14,1.0
553,M,17,R,LE3,A,4,4,teacher,other,2,2,False,False,True,True,True,False,3,3,3,2,3,4,0,12,12,12,2.2857142857142856
554,M,16,U,GT3,T,4,4,services,services,1,1,True,True,True,True,True,False,5,3,2,1,2,5,4,14,15,15,1.2857142857142858
555,F,17,U,GT3,T,4,4,teacher,services,1,2,True,False,True,True,True,True,5,3,1,1,4,5,2,11,11,12,1.8571428571428572
556,M,17,R,GT3,T,1,1,other,other,2,3,False,False,False,True,True,True,4,3,3,1,1,1,2,13,14,15,1.0
557,F,17,U,GT3,T,3,3,services,other,2,3,False,False,True,True,True,True,4,2,2,2,3,5,10,11,11,11,2.2857142857142856
558,F,17,U,GT3,T,1,1,at_home,other,1,2,False,False,False,True,False,True,4,3,2,1,1,4,10,10,9,10,1.0
559,F,18,U,GT3,T,2,1,other,other,2,3,False,False,False,True,True,True,4,4,4,1,1,3,10,12,10,11,1.0
560,F,17,U,GT3,T,1,1,other,services,1,2,False,False,True,True,False,False,4,3,4,1,2,5,4,11,10,11,1.2857142857142858
561,M,18,R,LE3,T,3,3,other,services,1,2,False,False,True,True,True,True,4,3,3,1,3,5,8,10,9,10,1.5714285714285714
562,M,16,U,GT3,T,0,2,other,other,1,1,False,False,False,True,True,False,4,3,2,2,4,5,0,11,12,11,2.5714285714285716
563,M,18,U,GT3,T,3,2,services,other,2,1,False,False,True,False,True,False,4,4,5,2,4,5,8,7,8,7,2.5714285714285716
564,M,16,U,GT3,T,3,3,at_home,other,3,2,False,False,False,True,True,False,5,3,3,1,3,2,4,9,11,10,1.5714285714285714
565,M,18,U,GT3,T,2,1,services,services,1,1,False,False,False,False,True,False,3,2,5,2,5,5,4,7,8,6,2.857142857142857
566,F,18,U,LE3,A,2,1,other,other,1,2,False,False,False,True,True,True,4,3,4,1,3,5,2,12,12,13,1.5714285714285714
567,F,17,U,LE3,T,4,2,teacher,services,1,4,False,True,True,True,True,False,4,2,3,1,1,4,2,14,15,17,1.0
568,F,19,U,GT3,T,2,2,services,services,1,2,False,False,True,True,True,False,4,3,3,1,1,5,0,10,10,11,1.0
569,M,18,U,LE3,T,2,1,services,other,3,2,False,True,False,False,True,False,4,4,5,4,4,5,4,11,10,11,4.0
570,F,17,R,GT3,T,4,2,other,other,1,3,False,True,True,True,True,False,4,3,4,1,3,5,2,11,12,14,1.5714285714285714
571,F,18,U,LE3,T,1,1,other,at_home,1,3,False,False,False,True,False,False,4,4,3,2,3,3,4,11,12,14,2.2857142857142856
572,F,18,R,GT3,T,2,2,other,other,1,2,False,False,True,True,False,False,3,2,3,1,1,5,4,11,11,13,1.0
573,M,17,R,GT3,T,2,2,other,services,2,1,False,False,False,False,False,False,5,2,2,1,1,4,0,9,10,10,1.0
574,F,17,U,LE3,T,2,2,services,services,1,4,False,True,True,True,True,True,3,4,1,1,1,2,2,10,11,12,1.0
575,F,20,R,GT3,T,2,1,other,other,2,2,True,True,True,False,True,True,1,2,3,1,2,2,8,10,12,12,1.2857142857142858
576,F,18,U,GT3,T,4,3,services,other,1,2,False,False,True,True,True,True,3,1,2,1,3,2,2,15,15,15,1.5714285714285714
577,M,18,U,GT3,T,4,3,teacher,other,1,2,False,False,False,True,True,False,4,3,2,1,1,3,2,10,10,11,1.0
578,F,18,U,GT3,T,2,2,at_home,services,1,3,False,True,True,True,True,True,4,3,3,1,1,3,0,11,12,13,1.0
579,M,17,U,GT3,T,2,2,other,other,2,1,False,False,True,False,True,False,4,4,4,2,3,4,8,8,8,9,2.2857142857142856
580,M,18,R,LE3,A,3,4,other,other,2,2,False,True,True,True,True,False,4,2,5,3,4,1,6,15,16,16,3.2857142857142856
581,M,17,U,GT3,T,3,1,services,other,1,2,False,True,True,True,True,True,5,4,4,3,4,5,0,11,11,14,3.2857142857142856
582,F,18,R,GT3,T,4,4,teacher,other,2,2,False,True,True,True,True,False,4,3,4,2,2,4,8,10,11,12,2.0
583,M,18,U,GT3,T,4,2,health,other,1,2,False,True,True,True,True,True,5,4,5,1,3,5,4,10,12,14,1.5714285714285714
584,F,19,U,GT3,T,3,3,other,services,1,2,False,True,True,True,True,False,4,3,5,3,3,5,16,11,12,12,3.0
585,F,18,U,GT3,T,2,3,other,services,1,4,False,True,True,True,True,True,4,5,5,1,3,2,10,16,16,16,1.5714285714285714
586,F,18,U,LE3,T,1,1,other,other,2,2,False,False,False,True,False,False,4,4,3,1,1,3,2,13,13,13,1.0
587,M,17,R,GT3,T,1,2,at_home,at_home,1,2,False,True,False,True,False,True,3,5,2,2,2,1,2,16,17,18,2.0
588,F,18,U,GT3,T,2,1,other,other,1,2,False,False,True,True,True,True,4,2,5,1,2,1,8,14,14,15,1.2857142857142858
589,F,17,U,GT3,T,2,4,at_home,health,2,2,False,False,True,True,True,True,4,3,3,1,1,1,6,15,16,16,1.0
590,F,17,U,LE3,T,2,2,services,other,2,2,False,False,True,True,True,True,4,4,4,2,3,5,6,12,12,12,2.2857142857142856
591,M,18,U,GT3,T,4,4,teacher,services,2,1,False,True,True,True,True,False,3,2,4,1,4,3,6,11,12,12,1.8571428571428572
592,F,17,U,GT3,T,2,2,other,services,3,3,False,False,True,True,True,True,4,2,3,1,1,1,8,13,15,15,1.0
593,F,19,R,GT3,T,3,2,services,services,1,2,False,False,True,False,True,False,3,3,3,4,3,3,0,9,8,10,3.7142857142857144
594,M,18,U,LE3,T,4,3,teacher,services,2,1,False,True,True,True,True,False,4,2,3,1,2,1,0,10,10,10,1.2857142857142858
595,M,18,U,GT3,T,1,2,at_home,other,2,1,False,False,False,False,True,False,3,4,4,2,4,4,10,10,10,11,2.5714285714285716
596,M,17,U,LE3,A,4,1,services,other,2,1,False,True,True,True,True,True,4,5,4,2,4,5,22,11,11,10,2.5714285714285716
597,M,17,U,LE3,A,3,2,teacher,services,1,1,False,False,True,True,True,False,4,4,4,3,4,3,18,13,13,13,3.2857142857142856
598,F,18,R,LE3,T,1,1,at_home,other,2,4,False,True,True,True,False,False,5,2,2,1,1,3,2,17,17,18,1.0
599,F,18,U,GT3,T,2,1,other,other,2,2,False,True,True,True,True,True,4,3,1,1,1,5,10,12,13,14,1.0
600,M,17,U,GT3,T,1,1,other,other,1,2,False,False,False,True,True,False,4,3,3,1,2,4,0,12,12,12,1.2857142857142858
601,F,18,U,GT3,T,2,2,at_home,at_home,1,3,False,False,True,True,True,False,4,3,3,1,2,2,0,18,18,18,1.2857142857142858
602,F,17,U,GT3,T,1,1,services,teacher,1,3,False,False,True,True,True,False,4,3,3,1,1,3,0,13,13,14,1.0
603,M,18,U,GT3,T,2,1,services,services,1,3,False,True,True,True,True,False,4,2,4,1,3,2,0,14,15,15,1.5714285714285714
604,M,18,U,LE3,A,4,4,teacher,teacher,1,2,False,True,True,True,True,False,5,4,3,1,1,2,0,17,17,17,1.0
605,M,18,U,GT3,T,4,2,teacher,other,1,2,False,True,True,True,True,True,4,3,2,1,4,5,2,15,16,16,1.8571428571428572
606,F,17,U,GT3,T,4,3,health,services,1,3,False,False,True,True,True,False,4,2,2,1,2,3,0,17,18,18,1.2857142857142858
607,F,17,R,LE3,T,3,1,services,other,2,4,False,False,True,True,False,False,3,1,2,1,1,3,0,18,19,19,1.0
608,M,18,R,LE3,T,3,2,services,other,2,3,False,True,True,True,True,False,5,4,2,1,1,4,0,14,15,15,1.0
609,M,17,U,GT3,T,3,3,health,other,1,1,False,False,True,True,True,False,4,4,3,1,3,5,0,14,15,15,1.5714285714285714
610,F,19,U,GT3,T,4,4,health,other,2,2,False,True,True,True,True,False,2,3,4,2,3,2,2,14,13,13,2.2857142857142856
611,F,18,U,LE3,T,4,3,other,other,2,2,False,False,True,True,True,True,4,4,5,1,2,2,0,13,14,14,1.2857142857142858
612,F,18,U,GT3,T,4,3,other,other,1,4,False,False,True,True,True,False,4,3,3,1,1,3,0,16,17,17,1.0
613,M,18,U,LE3,T,4,4,teacher,teacher,1,1,False,False,True,True,True,True,1,4,2,2,2,1,0,18,18,17,2.0
614,F,18,U,LE3,A,4,4,health,other,1,2,True,False,True,True,True,True,4,2,4,1,1,4,0,14,15,15,1.0
615,M,17,U,LE3,T,4,4,other,teacher,2,1,False,False,True,True,True,False,4,1,1,2,2,5,0,12,13,13,2.0
616,F,17,R,GT3,T,4,4,services,services,2,3,False,True,True,True,True,False,5,3,4,1,1,5,0,7,7,8,1.0
617,F,17,U,GT3,T,4,2,other,other,2,3,False,False,True,True,True,False,4,3,3,1,1,3,0,16,16,16,1.0
618,F,17,U,GT3,T,3,2,health,health,1,4,False,True,False,True,True,False,5,2,2,1,2,5,0,18,18,18,1.2857142857142858
619,M,19,R,LE3,T,2,1,at_home,services,2,3,False,True,True,True,True,True,4,3,1,1,1,5,0,9,10,11,1.0
620,M,20,U,GT3,A,3,2,services,other,1,1,False,True,True,True,False,False,5,5,3,1,1,5,0,14,15,15,1.0
621,M,19,R,GT3,T,3,3,other,services,1,2,False,True,True,True,False,True,4,5,3,1,2,5,0,10,10,11,1.2857142857142858
622,F,18,U,GT3,T,1,4,other,teacher,1,2,False,False,False,True,False,True,3,4,4,1,2,5,2,10,10,11,1.2857142857142858
623,F,18,U,GT3,T,2,1,services,other,2,2,False,True,True,True,True,False,5,3,3,1,2,1,2,12,12,15,1.2857142857142858
624,F,17,U,GT3,T,2,3,other,other,2,2,False,True,True,True,True,True,4,2,1,1,1,3,2,11,12,14,1.0
625,F,17,R,GT3,T,4,4,teacher,teacher,1,1,False,True,True,True,True,False,4,4,4,1,1,5,2,15,16,17,1.0
626,F,18,U,GT3,T,4,3,other,other,1,3,False,True,True,True,True,True,4,3,4,1,1,5,2,14,15,17,1.0
627,F,18,U,LE3,T,4,3,health,services,2,1,False,False,True,True,True,False,3,2,4,1,4,1,8,12,12,15,1.8571428571428572
628,F,17,R,GT3,T,3,4,at_home,services,1,3,False,True,False,True,True,False,4,3,4,2,5,5,2,15,15,17,2.857142857142857
629,F,18,U,GT3,T,3,3,at_home,other,1,2,False,False,True,True,True,False,4,1,4,1,1,3,8,11,12,14,1.0
630,M,19,U,GT3,T,4,2,health,other,2,2,False,True,True,True,True,True,5,4,4,1,1,1,9,11,10,10,1.0
631,F,18,U,GT3,T,4,4,teacher,other,1,2,False,False,True,True,True,False,4,4,4,3,3,5,0,12,11,13,3.0
632,F,18,U,GT3,T,3,4,other,other,1,1,False,True,True,True,True,True,5,4,4,1,1,1,4,11,12,14,1.0
633,F,17,U,GT3,T,4,4,health,health,1,1,False,True,True,True,True,False,5,3,4,1,2,5,2,14,15,17,1.2857142857142858
634,F,17,U,GT3,A,4,3,services,services,1,2,False,False,True,True,True,True,5,2,2,1,2,5,14,15,14,17,1.2857142857142858
